UF,Tipo Crime,Mês,2015,2016,2017,2018,2019,2020,2021
Acre,Estupro,abril,3,1,2,25,35,18,46
Acre,Estupro,agosto,1,2,17,22,30,37,34
Acre,Estupro,dezembro,0,4,18,23,18,26,28
Acre,Estupro,fevereiro,8,1,1,20,21,20,23
Acre,Estupro,janeiro,6,1,0,14,33,18,39
Acre,Estupro,julho,2,2,19,16,25,25,39
Acre,Estupro,junho,4,2,3,20,33,13,51
Acre,Estupro,maio,4,4,0,23,27,6,30
Acre,Estupro,março,6,4,3,26,24,32,19
Acre,Estupro,novembro,1,6,13,17,29,28,36
Acre,Estupro,outubro,5,2,18,24,33,30,52
Acre,Estupro,setembro,2,7,14,30,22,27,41
Acre,Furto de veículo,abril,0,0,2,44,67,30,60
Acre,Furto de veículo,agosto,0,0,79,58,31,20,51
Acre,Furto de veículo,dezembro,0,0,67,54,33,56,38
Acre,Furto de veículo,fevereiro,0,0,0,56,52,40,49
Acre,Furto de veículo,janeiro,0,0,0,74,46,23,55
Acre,Furto de veículo,julho,0,0,76,56,60,12,66
Acre,Furto de veículo,junho,0,0,39,56,45,9,49
Acre,Furto de veículo,maio,0,0,5,43,48,18,50
Acre,Furto de veículo,março,0,0,0,37,46,18,48
Acre,Furto de veículo,novembro,0,0,65,63,38,15,50
Acre,Furto de veículo,outubro,0,0,113,87,51,25,49
Acre,Furto de veículo,setembro,0,0,93,76,55,23,50
Acre,Homicídio doloso,abril,22,22,2,30,21,27,18
Acre,Homicídio doloso,agosto,13,23,19,33,19,22,15
Acre,Homicídio doloso,dezembro,18,142,10,28,34,19,9
Acre,Homicídio doloso,fevereiro,10,18,46,28,25,20,14
Acre,Homicídio doloso,janeiro,13,18,43,51,32,46,13
Acre,Homicídio doloso,julho,14,23,26,51,18,16,11
Acre,Homicídio doloso,junho,14,26,10,36,20,11,18
Acre,Homicídio doloso,maio,15,27,1,36,20,18,18
Acre,Homicídio doloso,março,16,19,1,29,26,18,26
Acre,Homicídio doloso,novembro,21,30,20,21,27,23,7
Acre,Homicídio doloso,outubro,15,50,19,28,16,22,10
Acre,Homicídio doloso,setembro,18,27,24,25,34,29,9
Acre,Lesão corporal seguida de morte,abril,0,0,0,0,0,0,0
Acre,Lesão corporal seguida de morte,agosto,1,0,0,0,1,0,0
Acre,Lesão corporal seguida de morte,dezembro,0,0,0,0,0,1,0
Acre,Lesão corporal seguida de morte,fevereiro,1,0,0,0,1,0,0
Acre,Lesão corporal seguida de morte,janeiro,0,0,0,0,0,0,0
Acre,Lesão corporal seguida de morte,julho,1,0,0,0,0,0,0
Acre,Lesão corporal seguida de morte,junho,0,0,0,0,0,0,1
Acre,Lesão corporal seguida de morte,maio,0,1,0,0,0,0,0
Acre,Lesão corporal seguida de morte,março,0,0,0,0,0,0,0
Acre,Lesão corporal seguida de morte,novembro,0,0,0,0,0,0,0
Acre,Lesão corporal seguida de morte,outubro,0,0,0,0,0,0,0
Acre,Lesão corporal seguida de morte,setembro,0,0,0,0,0,0,0
Acre,Roubo a instituição financeira,abril,0,0,0,0,0,0,1
Acre,Roubo a instituição financeira,agosto,0,0,0,0,0,0,0
Acre,Roubo a instituição financeira,dezembro,0,0,2,1,0,0,0
Acre,Roubo a instituição financeira,fevereiro,0,0,0,0,0,0,0
Acre,Roubo a instituição financeira,janeiro,0,0,0,1,1,0,0
Acre,Roubo a instituição financeira,julho,0,0,0,0,3,0,0
Acre,Roubo a instituição financeira,junho,0,0,0,1,0,0,0
Acre,Roubo a instituição financeira,maio,0,0,0,0,0,0,0
Acre,Roubo a instituição financeira,março,0,0,0,0,0,0,0
Acre,Roubo a instituição financeira,novembro,0,0,0,0,0,0,0
Acre,Roubo a instituição financeira,outubro,0,0,1,0,0,0,0
Acre,Roubo a instituição financeira,setembro,0,0,2,0,0,0,0
Acre,Roubo de carga,abril,0,0,0,0,2,0,0
Acre,Roubo de carga,agosto,0,0,0,0,1,0,0
Acre,Roubo de carga,dezembro,0,0,0,0,1,0,0
Acre,Roubo de carga,fevereiro,0,0,0,0,0,0,0
Acre,Roubo de carga,janeiro,0,0,0,0,0,0,0
Acre,Roubo de carga,julho,0,0,1,1,0,0,0
Acre,Roubo de carga,junho,0,0,2,0,0,0,0
Acre,Roubo de carga,maio,0,0,0,0,0,0,0
Acre,Roubo de carga,março,0,0,0,0,0,0,0
Acre,Roubo de carga,novembro,0,0,0,0,0,0,0
Acre,Roubo de carga,outubro,0,0,0,0,0,0,0
Acre,Roubo de carga,setembro,0,0,0,0,0,0,0
Acre,Roubo de veículo,abril,0,0,39,53,101,48,91
Acre,Roubo de veículo,agosto,0,0,112,91,116,61,82
Acre,Roubo de veículo,dezembro,0,0,107,105,91,90,61
Acre,Roubo de veículo,fevereiro,0,0,0,59,94,64,89
Acre,Roubo de veículo,janeiro,0,0,0,110,104,102,99
Acre,Roubo de veículo,julho,0,0,124,90,91,41,87
Acre,Roubo de veículo,junho,0,0,85,102,90,57,94
Acre,Roubo de veículo,maio,0,0,3,87,104,61,91
Acre,Roubo de veículo,março,0,0,13,48,80,93,100
Acre,Roubo de veículo,novembro,0,0,100,117,124,79,63
Acre,Roubo de veículo,outubro,0,0,139,120,128,81,87
Acre,Roubo de veículo,setembro,0,0,127,98,123,59,91
Acre,Roubo seguido de morte (latrocínio),abril,1,2,0,4,2,0,0
Acre,Roubo seguido de morte (latrocínio),agosto,1,0,1,2,1,1,2
Acre,Roubo seguido de morte (latrocínio),dezembro,0,4,0,1,0,0,0
Acre,Roubo seguido de morte (latrocínio),fevereiro,1,1,0,2,1,0,1
Acre,Roubo seguido de morte (latrocínio),janeiro,0,1,1,2,0,1,2
Acre,Roubo seguido de morte (latrocínio),julho,2,1,2,0,1,1,0
Acre,Roubo seguido de morte (latrocínio),junho,1,0,2,1,3,1,0
Acre,Roubo seguido de morte (latrocínio),maio,0,2,0,1,1,1,1
Acre,Roubo seguido de morte (latrocínio),março,1,1,2,0,1,0,1
Acre,Roubo seguido de morte (latrocínio),novembro,1,1,2,2,3,3,1
Acre,Roubo seguido de morte (latrocínio),outubro,2,1,0,1,0,3,0
Acre,Roubo seguido de morte (latrocínio),setembro,0,1,0,4,1,0,0
Acre,Tentativa de homicídio,abril,2,2,3,3,14,16,11
Acre,Tentativa de homicídio,agosto,3,1,9,9,13,18,35
Acre,Tentativa de homicídio,dezembro,0,0,8,1,17,8,21
Acre,Tentativa de homicídio,fevereiro,0,1,0,3,7,7,20
Acre,Tentativa de homicídio,janeiro,2,1,0,8,15,16,10
Acre,Tentativa de homicídio,julho,0,0,9,11,5,18,19
Acre,Tentativa de homicídio,junho,0,1,4,7,16,15,25
Acre,Tentativa de homicídio,maio,2,0,0,8,4,5,17
Acre,Tentativa de homicídio,março,1,2,1,7,7,17,8
Acre,Tentativa de homicídio,novembro,1,0,7,7,12,6,18
Acre,Tentativa de homicídio,outubro,0,1,12,16,11,15,23
Acre,Tentativa de homicídio,setembro,5,1,8,6,13,21,28
Alagoas,Estupro,abril,52,30,52,46,64,49,45
Alagoas,Estupro,agosto,53,54,49,43,60,70,0
Alagoas,Estupro,dezembro,48,56,68,20,45,49,11
Alagoas,Estupro,fevereiro,40,40,58,44,61,42,50
Alagoas,Estupro,janeiro,38,48,63,58,56,71,62
Alagoas,Estupro,julho,45,44,53,34,75,61,51
Alagoas,Estupro,junho,42,52,47,34,51,42,66
Alagoas,Estupro,maio,47,40,58,44,70,47,59
Alagoas,Estupro,março,55,42,62,60,58,41,56
Alagoas,Estupro,novembro,45,43,61,20,64,66,43
Alagoas,Estupro,outubro,60,44,45,22,15,48,57
Alagoas,Estupro,setembro,42,51,60,30,15,58,68
Alagoas,Furto de veículo,abril,52,62,67,119,107,84,120
Alagoas,Furto de veículo,agosto,53,69,129,102,109,112,0
Alagoas,Furto de veículo,dezembro,62,70,139,50,128,154,165
Alagoas,Furto de veículo,fevereiro,51,67,72,106,125,172,133
Alagoas,Furto de veículo,janeiro,67,73,91,132,96,172,138
Alagoas,Furto de veículo,julho,77,64,92,99,123,135,113
Alagoas,Furto de veículo,junho,62,78,89,135,130,110,132
Alagoas,Furto de veículo,maio,57,65,67,116,129,135,117
Alagoas,Furto de veículo,março,41,76,96,101,133,126,113
Alagoas,Furto de veículo,novembro,75,69,115,54,128,121,162
Alagoas,Furto de veículo,outubro,47,62,134,70,129,142,125
Alagoas,Furto de veículo,setembro,52,64,103,74,39,122,141
Alagoas,Homicídio doloso,abril,126,124,147,136,90,113,77
Alagoas,Homicídio doloso,agosto,118,121,134,104,68,72,72
Alagoas,Homicídio doloso,dezembro,157,174,145,108,92,128,76
Alagoas,Homicídio doloso,fevereiro,147,128,164,106,92,125,98
Alagoas,Homicídio doloso,janeiro,186,144,188,148,90,93,118
Alagoas,Homicídio doloso,julho,130,149,100,90,72,65,64
Alagoas,Homicídio doloso,junho,138,123,116,113,71,91,74
Alagoas,Homicídio doloso,maio,120,143,107,112,90,93,86
Alagoas,Homicídio doloso,março,132,158,169,118,92,100,79
Alagoas,Homicídio doloso,novembro,138,148,127,85,89,115,100
Alagoas,Homicídio doloso,outubro,126,128,143,92,97,99,96
Alagoas,Homicídio doloso,setembro,115,119,132,97,85,93,87
Alagoas,Lesão corporal seguida de morte,abril,1,1,2,0,0,0,0
Alagoas,Lesão corporal seguida de morte,agosto,2,0,0,0,1,0,0
Alagoas,Lesão corporal seguida de morte,dezembro,0,3,1,0,0,2,0
Alagoas,Lesão corporal seguida de morte,fevereiro,0,1,5,0,0,0,1
Alagoas,Lesão corporal seguida de morte,janeiro,1,0,3,0,0,0,2
Alagoas,Lesão corporal seguida de morte,julho,0,0,1,1,0,1,1
Alagoas,Lesão corporal seguida de morte,junho,0,2,0,2,0,2,0
Alagoas,Lesão corporal seguida de morte,maio,2,0,2,0,2,0,0
Alagoas,Lesão corporal seguida de morte,março,1,1,1,2,0,0,0
Alagoas,Lesão corporal seguida de morte,novembro,0,1,2,1,1,1,0
Alagoas,Lesão corporal seguida de morte,outubro,2,0,0,2,1,1,0
Alagoas,Lesão corporal seguida de morte,setembro,0,0,2,0,1,1,0
Alagoas,Roubo a instituição financeira,abril,1,3,1,3,1,0,0
Alagoas,Roubo a instituição financeira,agosto,0,2,0,1,0,0,0
Alagoas,Roubo a instituição financeira,dezembro,1,2,2,0,0,0,0
Alagoas,Roubo a instituição financeira,fevereiro,1,5,2,2,1,0,0
Alagoas,Roubo a instituição financeira,janeiro,1,4,1,4,0,0,0
Alagoas,Roubo a instituição financeira,julho,2,3,2,0,0,0,1
Alagoas,Roubo a instituição financeira,junho,0,2,3,5,0,0,0
Alagoas,Roubo a instituição financeira,maio,4,1,4,4,1,0,0
Alagoas,Roubo a instituição financeira,março,4,5,1,2,0,0,0
Alagoas,Roubo a instituição financeira,novembro,3,1,1,0,0,0,0
Alagoas,Roubo a instituição financeira,outubro,1,1,3,0,0,0,0
Alagoas,Roubo a instituição financeira,setembro,3,1,1,1,1,0,0
Alagoas,Roubo de carga,abril,3,5,6,7,4,1,1
Alagoas,Roubo de carga,agosto,8,6,4,5,0,0,0
Alagoas,Roubo de carga,dezembro,7,18,10,5,0,1,0
Alagoas,Roubo de carga,fevereiro,3,5,7,9,7,0,2
Alagoas,Roubo de carga,janeiro,10,3,6,12,6,4,0
Alagoas,Roubo de carga,julho,12,8,7,5,2,1,0
Alagoas,Roubo de carga,junho,2,8,2,11,4,0,1
Alagoas,Roubo de carga,maio,5,9,5,7,4,2,0
Alagoas,Roubo de carga,março,9,9,6,9,8,1,3
Alagoas,Roubo de carga,novembro,8,11,13,3,0,2,3
Alagoas,Roubo de carga,outubro,15,18,3,4,4,0,2
Alagoas,Roubo de carga,setembro,13,6,8,8,0,2,1
Alagoas,Roubo de veículo,abril,269,291,213,314,234,182,182
Alagoas,Roubo de veículo,agosto,237,328,230,275,184,53,134
Alagoas,Roubo de veículo,dezembro,334,312,286,210,190,149,135
Alagoas,Roubo de veículo,fevereiro,208,306,329,277,187,206,141
Alagoas,Roubo de veículo,janeiro,297,321,301,290,207,215,172
Alagoas,Roubo de veículo,julho,328,336,240,373,180,48,107
Alagoas,Roubo de veículo,junho,234,321,201,306,166,35,106
Alagoas,Roubo de veículo,maio,233,317,236,317,220,144,115
Alagoas,Roubo de veículo,março,271,325,287,292,252,195,137
Alagoas,Roubo de veículo,novembro,292,354,274,274,193,140,130
Alagoas,Roubo de veículo,outubro,237,385,285,268,204,129,132
Alagoas,Roubo de veículo,setembro,218,299,251,285,196,34,92
Alagoas,Roubo seguido de morte (latrocínio),abril,2,9,4,3,1,1,1
Alagoas,Roubo seguido de morte (latrocínio),agosto,6,4,8,6,1,1,2
Alagoas,Roubo seguido de morte (latrocínio),dezembro,4,5,4,3,2,0,3
Alagoas,Roubo seguido de morte (latrocínio),fevereiro,6,5,6,3,3,4,0
Alagoas,Roubo seguido de morte (latrocínio),janeiro,5,6,7,5,1,4,0
Alagoas,Roubo seguido de morte (latrocínio),julho,8,2,1,0,2,4,4
Alagoas,Roubo seguido de morte (latrocínio),junho,2,5,6,2,2,0,1
Alagoas,Roubo seguido de morte (latrocínio),maio,6,10,4,1,1,0,1
Alagoas,Roubo seguido de morte (latrocínio),março,8,2,4,6,2,1,2
Alagoas,Roubo seguido de morte (latrocínio),novembro,5,6,6,0,2,3,4
Alagoas,Roubo seguido de morte (latrocínio),outubro,1,4,3,3,0,3,2
Alagoas,Roubo seguido de morte (latrocínio),setembro,3,3,6,7,0,0,5
Alagoas,Tentativa de homicídio,abril,65,57,58,34,48,35,35
Alagoas,Tentativa de homicídio,agosto,55,55,54,32,46,38,0
Alagoas,Tentativa de homicídio,dezembro,73,73,41,26,36,42,48
Alagoas,Tentativa de homicídio,fevereiro,62,60,36,43,45,45,32
Alagoas,Tentativa de homicídio,janeiro,40,70,55,47,47,30,18
Alagoas,Tentativa de homicídio,julho,51,45,30,24,0,35,36
Alagoas,Tentativa de homicídio,junho,48,40,57,52,30,15,32
Alagoas,Tentativa de homicídio,maio,55,41,41,55,45,25,23
Alagoas,Tentativa de homicídio,março,65,80,56,36,45,32,31
Alagoas,Tentativa de homicídio,novembro,73,45,35,32,40,45,36
Alagoas,Tentativa de homicídio,outubro,67,58,57,31,11,38,35
Alagoas,Tentativa de homicídio,setembro,50,55,57,28,37,35,33
Amapá,Estupro,abril,31,34,33,22,41,17,36
Amapá,Estupro,agosto,27,49,29,21,61,32,16
Amapá,Estupro,dezembro,28,32,35,38,41,0,8
Amapá,Estupro,fevereiro,22,30,27,24,35,33,0
Amapá,Estupro,janeiro,37,43,43,1,39,31,0
Amapá,Estupro,julho,22,33,19,16,44,26,16
Amapá,Estupro,junho,37,42,39,27,43,17,13
Amapá,Estupro,maio,22,32,33,30,48,17,36
Amapá,Estupro,março,29,35,37,26,36,18,36
Amapá,Estupro,novembro,38,37,46,26,49,20,14
Amapá,Estupro,outubro,34,36,47,33,15,25,43
Amapá,Estupro,setembro,27,27,30,21,19,13,19
Amapá,Furto de veículo,abril,64,59,70,59,58,13,35
Amapá,Furto de veículo,agosto,89,67,81,72,20,7,21
Amapá,Furto de veículo,dezembro,73,49,62,73,102,0,58
Amapá,Furto de veículo,fevereiro,51,67,62,57,48,56,38
Amapá,Furto de veículo,janeiro,71,73,57,33,89,25,35
Amapá,Furto de veículo,julho,90,73,70,54,43,3,36
Amapá,Furto de veículo,junho,57,55,52,60,45,2,32
Amapá,Furto de veículo,maio,97,60,56,63,49,13,32
Amapá,Furto de veículo,março,69,68,48,41,23,16,15
Amapá,Furto de veículo,novembro,60,79,48,77,0,15,41
Amapá,Furto de veículo,outubro,73,93,58,70,35,5,19
Amapá,Furto de veículo,setembro,83,62,57,63,14,2,29
Amapá,Homicídio doloso,abril,16,23,23,27,26,12,11
Amapá,Homicídio doloso,agosto,22,18,34,31,13,18,24
Amapá,Homicídio doloso,dezembro,27,17,15,37,15,14,21
Amapá,Homicídio doloso,fevereiro,15,19,12,14,19,18,14
Amapá,Homicídio doloso,janeiro,20,19,19,7,11,26,20
Amapá,Homicídio doloso,julho,26,25,21,19,16,19,22
Amapá,Homicídio doloso,junho,17,27,20,22,18,18,22
Amapá,Homicídio doloso,maio,17,20,9,14,26,15,26
Amapá,Homicídio doloso,março,25,18,22,17,23,21,13
Amapá,Homicídio doloso,novembro,25,22,26,28,26,17,12
Amapá,Homicídio doloso,outubro,25,36,34,39,17,21,37
Amapá,Homicídio doloso,setembro,13,26,30,31,22,24,55
Amapá,Lesão corporal seguida de morte,abril,0,0,2,8,3,2,3
Amapá,Lesão corporal seguida de morte,agosto,1,0,1,7,3,1,0
Amapá,Lesão corporal seguida de morte,dezembro,0,2,4,4,0,1,3
Amapá,Lesão corporal seguida de morte,fevereiro,0,0,0,2,1,1,2
Amapá,Lesão corporal seguida de morte,janeiro,0,0,4,0,2,5,2
Amapá,Lesão corporal seguida de morte,julho,0,2,0,0,1,1,0
Amapá,Lesão corporal seguida de morte,junho,0,0,2,0,0,0,3
Amapá,Lesão corporal seguida de morte,maio,0,0,3,1,0,2,1
Amapá,Lesão corporal seguida de morte,março,0,0,1,3,1,1,1
Amapá,Lesão corporal seguida de morte,novembro,0,0,1,3,5,1,1
Amapá,Lesão corporal seguida de morte,outubro,0,0,0,3,2,0,0
Amapá,Lesão corporal seguida de morte,setembro,1,0,4,2,5,0,2
Amapá,Roubo a instituição financeira,abril,0,1,1,2,2,0,1
Amapá,Roubo a instituição financeira,agosto,0,1,0,1,0,0,3
Amapá,Roubo a instituição financeira,dezembro,0,0,2,1,0,0,2
Amapá,Roubo a instituição financeira,fevereiro,0,1,0,0,0,0,0
Amapá,Roubo a instituição financeira,janeiro,0,1,2,0,1,0,2
Amapá,Roubo a instituição financeira,julho,1,2,0,0,0,0,0
Amapá,Roubo a instituição financeira,junho,0,0,0,3,0,0,1
Amapá,Roubo a instituição financeira,maio,0,0,0,2,1,0,8
Amapá,Roubo a instituição financeira,março,0,4,1,3,2,1,0
Amapá,Roubo a instituição financeira,novembro,1,1,0,1,0,0,0
Amapá,Roubo a instituição financeira,outubro,0,1,2,1,0,0,2
Amapá,Roubo a instituição financeira,setembro,0,0,0,0,2,2,0
Amapá,Roubo de carga,abril,0,0,0,0,3,0,0
Amapá,Roubo de carga,agosto,0,0,0,1,0,0,0
Amapá,Roubo de carga,dezembro,0,0,1,1,1,0,0
Amapá,Roubo de carga,fevereiro,0,0,0,0,5,0,0
Amapá,Roubo de carga,janeiro,0,0,0,0,2,0,0
Amapá,Roubo de carga,julho,0,0,0,1,0,0,0
Amapá,Roubo de carga,junho,0,0,0,0,0,0,3
Amapá,Roubo de carga,maio,0,0,0,3,4,0,0
Amapá,Roubo de carga,março,0,0,0,0,0,0,0
Amapá,Roubo de carga,novembro,0,0,0,3,0,0,2
Amapá,Roubo de carga,outubro,0,0,0,3,0,0,0
Amapá,Roubo de carga,setembro,0,0,0,0,0,0,10
Amapá,Roubo de veículo,abril,27,20,24,42,63,16,27
Amapá,Roubo de veículo,agosto,25,18,21,64,20,2,33
Amapá,Roubo de veículo,dezembro,12,10,19,64,76,0,42
Amapá,Roubo de veículo,fevereiro,9,17,11,31,33,29,24
Amapá,Roubo de veículo,janeiro,25,14,23,18,54,31,38
Amapá,Roubo de veículo,julho,17,18,20,45,23,3,36
Amapá,Roubo de veículo,junho,28,16,28,39,41,0,35
Amapá,Roubo de veículo,maio,34,20,30,45,45,1,29
Amapá,Roubo de veículo,março,37,15,14,43,31,3,31
Amapá,Roubo de veículo,novembro,27,20,19,45,0,12,45
Amapá,Roubo de veículo,outubro,49,20,24,36,47,0,16
Amapá,Roubo de veículo,setembro,20,19,34,65,14,3,40
Amapá,Roubo seguido de morte (latrocínio),abril,1,1,3,1,0,0,3
Amapá,Roubo seguido de morte (latrocínio),agosto,2,1,1,1,1,2,3
Amapá,Roubo seguido de morte (latrocínio),dezembro,2,1,1,3,3,1,1
Amapá,Roubo seguido de morte (latrocínio),fevereiro,1,6,2,3,2,1,0
Amapá,Roubo seguido de morte (latrocínio),janeiro,3,0,2,1,1,0,3
Amapá,Roubo seguido de morte (latrocínio),julho,1,1,1,4,3,2,2
Amapá,Roubo seguido de morte (latrocínio),junho,1,0,3,6,1,0,2
Amapá,Roubo seguido de morte (latrocínio),maio,4,2,5,3,1,0,0
Amapá,Roubo seguido de morte (latrocínio),março,2,3,1,3,1,2,1
Amapá,Roubo seguido de morte (latrocínio),novembro,0,1,3,2,1,1,2
Amapá,Roubo seguido de morte (latrocínio),outubro,0,0,1,2,1,1,1
Amapá,Roubo seguido de morte (latrocínio),setembro,0,2,0,4,0,0,1
Amapá,Tentativa de homicídio,abril,31,35,28,11,18,14,15
Amapá,Tentativa de homicídio,agosto,19,28,29,4,21,6,16
Amapá,Tentativa de homicídio,dezembro,30,17,19,17,10,0,20
Amapá,Tentativa de homicídio,fevereiro,29,27,13,5,17,9,13
Amapá,Tentativa de homicídio,janeiro,23,13,24,2,14,14,18
Amapá,Tentativa de homicídio,julho,20,25,20,7,14,7,18
Amapá,Tentativa de homicídio,junho,21,22,26,4,20,9,13
Amapá,Tentativa de homicídio,maio,25,34,33,9,25,7,12
Amapá,Tentativa de homicídio,março,29,19,17,5,17,9,17
Amapá,Tentativa de homicídio,novembro,32,21,23,11,11,13,12
Amapá,Tentativa de homicídio,outubro,34,27,16,13,24,8,20
Amapá,Tentativa de homicídio,setembro,22,28,23,15,21,7,15
Amazonas,Estupro,abril,72,69,71,65,70,25,76
Amazonas,Estupro,agosto,85,97,102,93,83,61,57
Amazonas,Estupro,dezembro,40,51,72,69,57,62,69
Amazonas,Estupro,fevereiro,72,69,56,82,61,47,56
Amazonas,Estupro,janeiro,68,64,68,78,59,59,55
Amazonas,Estupro,julho,63,119,76,79,54,72,65
Amazonas,Estupro,junho,64,80,61,76,64,59,47
Amazonas,Estupro,maio,61,80,75,88,74,46,68
Amazonas,Estupro,março,72,78,77,92,81,55,66
Amazonas,Estupro,novembro,54,76,76,70,64,55,73
Amazonas,Estupro,outubro,64,90,94,102,80,78,67
Amazonas,Estupro,setembro,41,85,91,94,97,69,50
Amazonas,Furto de veículo,abril,131,194,329,184,107,129,132
Amazonas,Furto de veículo,agosto,134,127,264,196,173,120,155
Amazonas,Furto de veículo,dezembro,182,316,199,173,182,131,164
Amazonas,Furto de veículo,fevereiro,145,164,305,187,188,204,115
Amazonas,Furto de veículo,janeiro,110,218,279,218,184,204,142
Amazonas,Furto de veículo,julho,182,272,295,157,166,133,187
Amazonas,Furto de veículo,junho,165,258,274,189,166,137,159
Amazonas,Furto de veículo,maio,138,204,385,170,162,149,161
Amazonas,Furto de veículo,março,138,208,388,245,158,178,132
Amazonas,Furto de veículo,novembro,191,217,226,198,155,138,169
Amazonas,Furto de veículo,outubro,180,266,289,164,166,183,175
Amazonas,Furto de veículo,setembro,171,250,228,171,163,177,143
Amazonas,Homicídio doloso,abril,123,82,95,92,87,45,112
Amazonas,Homicídio doloso,agosto,120,77,116,87,91,95,118
Amazonas,Homicídio doloso,dezembro,85,93,76,62,90,86,134
Amazonas,Homicídio doloso,fevereiro,95,83,69,79,67,75,108
Amazonas,Homicídio doloso,janeiro,99,110,93,58,81,114,75
Amazonas,Homicídio doloso,julho,112,109,104,114,84,62,104
Amazonas,Homicídio doloso,junho,103,80,102,109,68,60,107
Amazonas,Homicídio doloso,maio,131,75,82,86,73,77,121
Amazonas,Homicídio doloso,março,107,82,81,87,73,47,98
Amazonas,Homicídio doloso,novembro,112,81,74,61,85,79,144
Amazonas,Homicídio doloso,outubro,114,83,60,116,81,80,141
Amazonas,Homicídio doloso,setembro,112,68,73,100,104,82,119
Amazonas,Lesão corporal seguida de morte,abril,1,5,2,4,2,2,1
Amazonas,Lesão corporal seguida de morte,agosto,0,3,1,3,2,0,2
Amazonas,Lesão corporal seguida de morte,dezembro,1,2,1,1,2,2,1
Amazonas,Lesão corporal seguida de morte,fevereiro,0,5,2,2,2,2,1
Amazonas,Lesão corporal seguida de morte,janeiro,2,1,2,0,1,0,2
Amazonas,Lesão corporal seguida de morte,julho,1,4,6,1,2,1,1
Amazonas,Lesão corporal seguida de morte,junho,0,2,7,4,2,3,0
Amazonas,Lesão corporal seguida de morte,maio,2,2,5,3,4,3,2
Amazonas,Lesão corporal seguida de morte,março,0,3,3,5,2,2,2
Amazonas,Lesão corporal seguida de morte,novembro,0,2,3,2,2,0,1
Amazonas,Lesão corporal seguida de morte,outubro,0,4,4,1,1,0,2
Amazonas,Lesão corporal seguida de morte,setembro,1,2,1,2,1,4,1
Amazonas,Roubo a instituição financeira,abril,2,3,0,1,0,2,0
Amazonas,Roubo a instituição financeira,agosto,1,1,4,0,0,0,0
Amazonas,Roubo a instituição financeira,dezembro,2,2,0,0,0,1,0
Amazonas,Roubo a instituição financeira,fevereiro,7,2,1,1,0,0,0
Amazonas,Roubo a instituição financeira,janeiro,2,1,0,0,0,0,0
Amazonas,Roubo a instituição financeira,julho,9,0,1,1,0,0,0
Amazonas,Roubo a instituição financeira,junho,3,0,1,0,0,0,1
Amazonas,Roubo a instituição financeira,maio,6,2,2,0,0,0,0
Amazonas,Roubo a instituição financeira,março,4,0,2,0,0,0,0
Amazonas,Roubo a instituição financeira,novembro,6,1,4,0,0,0,0
Amazonas,Roubo a instituição financeira,outubro,7,2,1,0,0,0,1
Amazonas,Roubo a instituição financeira,setembro,3,2,3,1,1,0,0
Amazonas,Roubo de carga,abril,0,0,1,0,1,2,1
Amazonas,Roubo de carga,agosto,0,1,0,0,0,0,2
Amazonas,Roubo de carga,dezembro,0,0,0,1,0,3,1
Amazonas,Roubo de carga,fevereiro,0,0,0,0,0,5,2
Amazonas,Roubo de carga,janeiro,0,1,1,1,0,1,3
Amazonas,Roubo de carga,julho,0,0,0,1,1,0,7
Amazonas,Roubo de carga,junho,0,0,1,2,1,0,3
Amazonas,Roubo de carga,maio,0,2,1,1,0,0,2
Amazonas,Roubo de carga,março,0,0,0,1,0,0,1
Amazonas,Roubo de carga,novembro,0,0,0,0,1,4,0
Amazonas,Roubo de carga,outubro,0,1,0,0,2,0,2
Amazonas,Roubo de carga,setembro,0,0,0,0,3,0,0
Amazonas,Roubo de veículo,abril,258,280,417,300,130,138,157
Amazonas,Roubo de veículo,agosto,207,133,350,245,244,158,217
Amazonas,Roubo de veículo,dezembro,302,350,249,206,215,161,185
Amazonas,Roubo de veículo,fevereiro,229,224,353,259,149,133,153
Amazonas,Roubo de veículo,janeiro,215,276,312,299,207,199,158
Amazonas,Roubo de veículo,julho,168,367,493,237,210,171,197
Amazonas,Roubo de veículo,junho,248,351,333,322,202,151,137
Amazonas,Roubo de veículo,maio,224,295,640,272,177,150,143
Amazonas,Roubo de veículo,março,240,278,510,309,190,179,205
Amazonas,Roubo de veículo,novembro,191,290,246,224,213,164,262
Amazonas,Roubo de veículo,outubro,261,340,297,175,260,131,246
Amazonas,Roubo de veículo,setembro,238,402,321,232,249,149,251
Amazonas,Roubo seguido de morte (latrocínio),abril,4,11,9,4,4,5,5
Amazonas,Roubo seguido de morte (latrocínio),agosto,10,4,2,5,4,3,2
Amazonas,Roubo seguido de morte (latrocínio),dezembro,8,7,6,2,4,4,7
Amazonas,Roubo seguido de morte (latrocínio),fevereiro,4,5,6,8,5,4,8
Amazonas,Roubo seguido de morte (latrocínio),janeiro,2,9,4,5,3,3,5
Amazonas,Roubo seguido de morte (latrocínio),julho,6,8,5,8,2,3,1
Amazonas,Roubo seguido de morte (latrocínio),junho,4,9,2,6,6,5,7
Amazonas,Roubo seguido de morte (latrocínio),maio,2,8,8,2,1,2,3
Amazonas,Roubo seguido de morte (latrocínio),março,8,5,8,1,6,3,4
Amazonas,Roubo seguido de morte (latrocínio),novembro,8,11,7,5,6,5,9
